caption,tags,quote,actual_quote,child_len
Barbra Streisand explaining her presence at last night’s state dinner for Chinese president Hu Jintao. (via zuky),"['ethnicity', 'race', 'xs', 'class']",“I worked in a Chinese restaurant.”,I worked in a Chinese restaurant.,6
"A young woman to her under-five daughter, looking at the balloons at the grocery store. Made me sad, for myself and for the little girl.","['xs', 'gender']",“Wouldn’t you rather have the princesses than Captain America?”,Wouldn't you rather have the princesses than Captain America?,9
"My father, as hearing from both my brother and myself that we do not enjoy sports games. He had known this for years. It made me feel like to him there is something wrong with being female or not fulfilling gender roles.","['xs', 'gender']",“It’s like I have two daughters!”,It's like I have two daughters!,6
Random 5 year old to me and my boyfriend in Disneyland. Made me feel objectified.,"['xs', 'race']",“Hello! Hi! Hello! Chinese! Chinese!”,Hello! Hi! Hello! Chinese! Chinese!,5
"Friend of a friend defending her living requirements for next term. Made me feel angry, confused.","['xs', 'race']","“I’ve got no problem with blacks, I just don’t want to live with any.”","I've got no problem with blacks, I just don't want to live with any.",14
"My parents and I overstayed our visa since I was five years old. Raised as an American, but at every step encountered roadblocks. It makes me feel like I am tourist, with no place to call home. I have no future here or in my country of birth. I am invisible in every way.","['xs', 'immigration status', 'nationality']","“Sorry, you can’t do this trip with your high school friends… Sorry, you can’t qualify for scholarships… Sorry, you can’t work here… Sorry, you can’t open a bank account… Sorry, you can’t live here.”","Sorry, you can't do this trip with your high school friends … Sorry, you can't qualify for scholarships … Sorry, you can't work here … Sorry, you can't open a bank account … Sorry, you can't live here.",38
"5 or 6 year old white boy to me, a 52 year old Asian American woman. At a museum in California.","['xs', 'race']",“Konichiwa!”,Konichiwa!,1
"My aunt to my entire extended family. Made me feel baffled, angry, upset.","['xs', 'religion']",“I want to make bumper stickers that say ISLAM IS NOT A PEACEFUL RELIGION and sell them.”,I want to make bumper stickers that say ISLAM IS NOT A PEACEFUL RELIGION and sell them.,17
"Frizz-Ease commercial on TV fairly often. Thank you for reminding me, an African American woman, once again that my hair is a birth defect that needs to be corrected.","['xs', 'race', 'body']","“What can you do with curly, frizzy hair? make it go away!”","What can you do with curly, frizzy hair? make it go away!",12
,"['race', 'xs']","“Do you know where I should lock my bike? I don’t want it to get stolen, ‘cuz I know there are a lot of black kids here.”","Do you know where I should lock my bike? I don't want it to get stolen, 'cuz I know there are a lot of black kids here.",27
"Miss Universe 1996, in reference to her Twitter post calling North and South Korea “the Chinas”.","['xs', 'race', 'nationality', 'ethnicity']",“We call Chinese to everyone who looks Asian. That’s what I meant.”,We call Chinese to everyone who looks Asian. That's what I meant.,12
My friends in class discussing my iPod list of Korean pop music. I felt hurt and annoyed.,"['xs', 'race']",“Why do you listen to ‘Chinese music?’ You don’t even understand and they all look the same anyways.”,Why do you listen to 'Chinese music?' You don't even understand and they all look the same anyways.,18
"My boss introduces me this way repeatedly to everyone, even after I have told him how it is a backhanded compliment.  He laughs and says I am too easily offended.  I am the only female in an aircraft maintenance facility with 12 mechanics. Makes me feel diminished, invisible.","['gender', 'xs']",“This is my best female mechanic.”,This is my best female mechanic.,6
Student referring to rural Chinese children featured in an ethnographic article in my university women’s studies class in March 2011.,"['xs', 'gender', 'nationality', 'class']",“It’s just so sad. It’s like… how can they even begin to think about gender when they have all of this class stratification. I can’t imagine what it would be like to that kind of division in *our* society.”,It's just so sad. It's like … how can they even begin to think about gender when they have all of this class stratification. I can't imagine what it would be like to that kind of division in * our * society.,42
"35 year old man, watching the same football game as I was in a sports bar.","['xs', 'race', 'gender']",“Black girls don’t like football. You’re only watching to get guys.”,Black girls don't like football. You're only watching to get guys.,11
"Two young men to me as we passed, uncomfortably close on a snowy sidewalk. Made me feel angry, threatened, guilty.","['xs', 'gender']","“Oh, cutie!”","Oh, cutie!",2
"Coworkers to me, a female. They don’t comment on men who routinely buy double lunches but comment on my large lunch food container. Made me feel awkward and a little defensive.","['xs', 'gender', 'body']","“Wow!  Looks like you’ve got a lot of food, there!”","Wow! Looks like you've got a lot of food, there!",10
"As a multiracial American, I will get this question for the rest of my life. It is a question that stabs me every time someone asks it.","['race', 'ethnicity', 'xs']",“What are you?”,What are you?,3
,"['xs', 'race']",“reverse racism”,reverse racism,2
"A white girl’s response to me and my friend’s argument that affirmative action was created to reverse centuries of injustices against black people (e.g., they were not allowed to read, write, or vote for a large part of this country’s history). We are one of a few racial minorities (Asian American) in a predominantly white high school class.","['xs', 'race']","“Well they ARE allowed to read now, so why can’t they catch up?”","Well they ARE allowed to read now, so why can't they catch up?",13
"Friend, to me, 21 and gay.","['xs', 'sexuality', 'gender']",“Look at all those hot chicks. Doesn’t that make you want to at least try being straight?”,Look at all those hot chicks. Doesn't that make you want to at least try being straight?,17
,"['xs', 'race']",“The names black people come up with for their kids are just ridiculous. What’s with all the prefixes? “Te-shawn” and “De-andre.”  Ridiculous. What’s wrong with “Bob?””,"The names black people come up with for their kids are just ridiculous. What's with all the prefixes? ""Te-shawn"" and ""De-andre."" Ridiculous. What's wrong with ""Bob?""",26
What happens when your white cousin dates a brown guy.,"['xs', 'race']","“Your cousin is dating a new man.  I don’t know what he is, but he’s something.”","Your cousin is dating a new man. I don't know what he is, but he's something.",16
"A friend of my boyfriend’s. Angry and upset, that somebody would equate rape and success.","['xs', 'gender', 'survivor']",“All right! I just raped my electrical engineering exam!”,All right! I just raped my electrical engineering exam!,9
,"['xs', 'gender']",“You go to a woman’s college? What do they teach you there? How to cook and sew clothing?”,You go to a woman's college? What do they teach you there? How to cook and sew clothing?,18
"Response given by white training director in health care setting when I (person of color) asked why the supervision group for students of color had been discontinued. This made me feel devalued and unimportant, as if the needs of white people come first.","['xs', 'race']",“The white interns complained that they were feeling left out.”,The white interns complained that they were feeling left out.,10
"My mother, on finding out I had decided to stop shaving. I’m ashamed of her transphobia and body policing.","['xs', 'gender']","“My daughter, the man.”","My daughter, the man.",4
My 10th grade History teacher,"['xs', 'race', 'gender', 'submission']",“Those women in the Middle East are so oppressed.  The saddest part is they are not educated enough to know anything else. They don’t know any better.”,Those women in the Middle East are so oppressed. The saddest part is they are not educated enough to know anything else. They don't know any better.,27
when: today,"['xs', 'race', 'macro']","“IF PEOPLE DIDN’T TALK ABOUT IT, RACISM WOULD GO AWAY.”","IF PEOPLE DIDN'T TALK ABOUT IT, RACISM WOULD GO AWAY.",10
"A post-doctoral student in my graduate program, to me, a minority woman who went to a prestigious school.","['xs', 'race', 'class']","“Well, I wanted to go to Columbia, but of course I didn’t get in because I’m a middle-class white guy.”","Well, I wanted to go to Columbia, but of course I didn't get in because I'm a middle-class white guy.",20
"Europeans to Frantz Fanon. In the 1952 book Black Skins, White Masks.","['meta', 'race', 'xs']",“How long have you been in France? You speak French so well.”,How long have you been in France? You speak French so well.,12
"My ex-flatmate, about the banning of burqa. I’m 22 from France.","['xs', 'religion', 'gender']","“At least, this time, Muslims are not privileged.”","At least, this time, Muslims are not privileged.",8
"A piece of advice in a LGBTQ magazine for a bi woman afraid she won’t get a girlfriend because of looking “too straight,” although she’s “pretty gay.” Made me feel awful, invisible, outcast, wrong.","['xs', 'sexuality']","“So are you gay or not? You can’t be “pretty gay”. At the end of the day, bisexuals are usually actually homosexuals.”","So are you gay or not? You can't be ""pretty gay"". At the end of the day, bisexuals are usually actually homosexuals.",22
"A poet (not black) at a spoken word event at an African American church. Made me feel embarrassed that the artist didn’t consider the harm of stereotyping, especially in the given context.","['xs', 'race']","“Living without God is like Aunt Jemima living wthout syrup, like Uncle Ben living without rice…”","Living without God is like Aunt Jemima living wthout syrup, like Uncle Ben living without rice …",17
My professor wrote this on my evaluation sheet for a project I did on game theory and video game players.,"['xs', 'gender']",“I didn’t know girls played video games.”,I didn't know girls played video games.,7
"My Chemistry lab partner (boy), to me (girl) after I made a mistake doing calculations because I missed a month of classes. Made me feel stupid and stereotyped, as if people will only ever see my gender and not my straight A average.","['xs', 'gender']",“Get back in the kitchen.”,Get back in the kitchen.,5
,"['ability', 'xs']",“That’s retarded.”,That's retarded.,2
,"['xs', 'class']",“Yeh… I am going to get my insurance bill sent straight to my mom so she could pay it every month.”,Yeh … I am going to get my insurance bill sent straight to my mom so she could pay it every month.,22
Said by an adult women to my three-year-old after he had fallen off his bike and cut his lip open. Very sad. Sad that he is already getting messages like this at such a young age.,"['xs', 'gender']",“You’re a boy! Boys don’t cry! Do you want people to think you’re a girl.”,You're a boy! Boys don't cry! Do you want people to think you're a girl.,15
"An acquaintance when I told her that I didn’t want to perform my character in a play as a female. I am a trans guy, pre-everything, living in a women’s dorm and being referred to as a woman 24/7.","['xs', 'trans*']",“You need to get out of your comfort zone.”,You need to get out of your comfort zone.,9
"One man to another man who said he enjoyed getting pedicures. At a diner, both were older (late 50s) white men.","['xs', 'gender']",“You sound like you should have been born a girl.”,You sound like you should have been born a girl.,10
"Asked to me by a man in a neighbourhood café. I have lived in Norway my entire life. I am multiracial. It made me feel insulted, sad, like I am not allowed to belong anywhere.","['xs', 'race']",“Do you speak Norwegian?”,Do you speak Norwegian?,4
"Male customer to me, a 25-year-old female - and I can assure you the equipment I was using will work equally well regardless of the operator’s mood.","['xs', 'gender']",“It won’t work if you don’t smile!”,It won't work if you don't smile!,7
Man who works in the same building as me. This made me feel fairly nauseous.,"['xs', 'gender', 'survivor']",“The only reason women make up more of the rape statistics than men is because men are less likely to make a big deal about it.”,The only reason women make up more of the rape statistics than men is because men are less likely to make a big deal about it.,26
"A white administrator at work, after a mother came in for a conference and brought her little daughter","['xs', 'race']",“I want to steal a black baby. Black babies are just so much cuter than white babies!”,I want to steal a black baby. Black babies are just so much cuter than white babies!,17
"Friend, two years ago.","['xs', 'race']",“I’m glad you changed your hair… you were starting to look like Buckwheat!”,I'm glad you changed your hair … you were starting to look like Buckwheat!,14
"An officer in our high school club, about a black member of the club.","['xs', 'race']","“She’s hard working, like an Asian.”","She's hard working, like an Asian.",6
"My white, 20 year old female friend to me in our school’s cafe where I, as a multiracial individual, am the “blackest” person in the room. Made me feel sad. Invisible. Discounted. Discredited.","['xs', 'race']","“This is why we get along! You totally get my f’d-up sense of humor. Like, I always think about this list of objects that would be perfect""–looks around and lowers her voice– “BLACK-GIRL NAMES. Like ‘Dijonnaise’ or 'Medulla Oblongata’!””","This is why we get along! You totally get my f'd-up sense of humor. Like, I always think about this list of objects that would be perfect ""– looks around and lowers her voice –"" BLACK-GIRL NAMES. Like 'Dijonnaise' or 'Medulla Oblongata'! """,43
"My career counseling teacher said to me when I mentioned wanting a balance between work and family life. I don’t know what her perception of Hawaiians is but that comment left a bad taste in my mouth. It’s something small but it is still stereotyping and a member of college faculty shouldn’t promote it. To top it off, while I am from Hawaii I’m not of Hawaiian descent, I am of Asian descent. 20, college class. Made me confused.","['xs', 'race', 'ethnicity']",“That is such a Hawaiian thing to say.”,That is such a Hawaiian thing to say.,8
"Every time I mention my country or my race. Thank you for saying that my race and/or my nationality makes me beautiful… but I just want to be seen as a person, not a fetish.","['xs', 'race', 'gender']",“People of mixed-race are so beautiful! Puerto Rico has the most beautiful women!”,People of mixed-race are so beautiful! Puerto Rico has the most beautiful women!,13
Job interview,"['xs', 'race']","“Wow, you don’t sound Asian on the phone!”","Wow, you don't sound Asian on the phone!",8
,"['xs', 'sexuality', 'gender']","“Oh my god, aren’t guys who aren’t manly ashamed of themselves? Don’t they want to be *men*?! I mean, gay guys can dress however they want, but straight guys in skinny jeans or sparkly shirts? It’s just gross.”","Oh my god, aren't guys who aren't manly ashamed of themselves? Don't they want to be * men *?! I mean, gay guys can dress however they want, but straight guys in skinny jeans or sparkly shirts? It's just gross.",40
"My friend, after I told him I am asexual. He thought I was gay and wouldn’t believe me. Made me feel angry, invalidated, sad, invisible. Like it’s just that unbelievable.","['xs', 'sexuality']",“I seriously doubt all non-sexual claims.”,I seriously doubt all non-sexual claims.,6
"A person commenting on the hair I gave my (female bodied) avatar on GaiaOnline. Made me feel annoyed, invalidated.","['xs', 'gender']","“You know that hairstyle is for guys, right?”","You know that hairstyle is for guys, right?",8
"A male Career and Life Management teacher in a grade 10 class made up of arts students, mostly girls, before watching Supersize Me","['xs', 'gender']","“Pay close attention to this girls, because one day, you’ll be cooking all the food for your husbands and children and will be responsible for their nutrition!”","Pay close attention to this girls, because one day, you'll be cooking all the food for your husbands and children and will be responsible for their nutrition!",27
"30 year old woman, coworker of my department at the mall, talking to our other 19 year old coworker. Made me feel paralyzed, mostly because I felt like I couldn’t say anything for fear of starting conflict with the coworker.","['xs', 'sexuality', 'gender']","“You know, get a bag, get a dog, get a gay man. Everyone knows they’re the ultimate accessory. I swear if I had one I’d dress better.”","You know, get a bag, get a dog, get a gay man. Everyone knows they're the ultimate accessory. I swear if I had one I'd dress better.",27
"Senior NASA official at a scientist team meeting for the mission I work on. We were having a group discussion about what makes a scientific result worthy of a press conference. I was only of only a few women in a room of about 50 scientists. I was 26, in a NASA meeting, January 2011. Made me feel self-conscious, objectified, anxious.","['xs', 'gender']",“It’s like pornography; you know it when you see it.”,It's like pornography; you know it when you see it.,10
"A regular customer at my coffee shop, reacting to a sign with the American flag and the word “Justicia.”","['xs', 'immigrant status']",“Is that about supporting illegals? Who here is an illegal?”,Is that about supporting illegals? Who here is an illegal?,10
"T-shirt of a  senior boy who goes to my high school, seen in the hallway between classes.","['xs', 'gender']","“Cool story, babe. Now make me a sandwich.”","Cool story, babe. Now make me a sandwich.",8
Said to me by a U.S. born acquaintance after a friend and I were having a personal conversion in our native language.,"['xs', 'language', 'nationality']",“You are alienating me because you’re not speaking in English.”,You are alienating me because you're not speaking in English.,10
"Drunk 40-year-old man to me, a 20-year-old, at midnight while just the two of us wait for the bus","['gender', 'xs']",“You’re very pretty.”,You're very pretty.,3
An upper class Gen-X white guy on transwomen’s right to the word “woman”.,"['xs', 'gender']",“They can’t use that word whenever they want. It’s essential to who I am. The concept of ‘woman’ is a central part of my being.” [later] “WOMEN are who I have sex with.”,"They can't use that word whenever they want. It's essential to who I am. The concept of 'woman' is a central part of my being. ""[later]"" WOMEN are who I have sex with.",33
,"['xs', 'gender', 'sexuality', 'body']",“You might want to think about losing weight if you want to get married and have children. Men are very visual creatures.”,You might want to think about losing weight if you want to get married and have children. Men are very visual creatures.,22
"I hear these kind of defensive statements all the time from upper middle class students whenever I sound even slightly exasperated explaining to them that no, my mother does not have any money to pay for my education and I have to cover it entirely with loans and scholarships whereas they have told me that their parents are giving them all the money they need.Makes me feel angry, because my mother is the hardest working person I know. She had to work so hard just to survive on welfare as a single mother, and even harder to eventually find any emploment at all. She still lives below the poverty line. When people insinuate that my family somehow didn’t try hard enough to provide for me I wish I there was some way I could force them to understand that for some people no matter how hard we work, there will never be anything left over to save.","['xs', 'class']",“My parents worked for all their money. My family planned ahead for me to attend post secondary.”,My parents worked for all their money. My family planned ahead for me to attend post secondary.,17
"My friends facebook status, in Denver trying to find her way around the city. She’s a fellow lesbian who is in many of my sociology courses. Makes me feel frustrated, angry and hopeless due to the amount of “likes” it had.","['class', 'race', 'xs']",“I wish GPS’ had an “avoid ghetto” setting!”,"I wish GPS 'had an ""avoid ghetto"" setting!",8
"My sister when I tried to explain why it upset me when her friend used “gay” as a generic insult. It made me feel betrayed and alone, as if my family’s support was conditional.","['xs', 'sexuality']",“I don’t really have an opinion because it’s not my fight.”,I don't really have an opinion because it's not my fight.,11
"A patron of the bar I was working at. I was 22 at the time, a queer person with an unusual haircut shaved in the front. Made me feel angry that they assumed I wanted to be conventionally feminine and attractive, or that I had messed up instead of purposefully making myself look how I wanted. Made me disappointed that they missed the point and possibilities of subcultures like punk. Made me feel like if I want to look weird, I’m supposed to like a Suicide Girl.","['xs', 'gender', 'body']","“That haircut is usually cute on punk and goth girls, but you should have kept the bangs in the front. It’s more feminine.”","That haircut is usually cute on punk and goth girls, but you should have kept the bangs in the front. It's more feminine.",23
yearbook comment from a high school friend,"['xs', 'body']","“Have a good life, to a good but fat kid!”","Have a good life, to a good but fat kid!",10
"A 14 year-old boy in class to a teacher in her late 20s, patronizingly and without realising how moronic and sexist his comment was. When she told him how serious it was, he shrugged. Girls of the same age said they didn’t understand why it was wrong. “It’s a compliment.”","['xs', 'gender']","“Sorry, beautiful.”","Sorry, beautiful.",2
,"['xs', 'race']",“They’re not menthol.”,They're not menthol.,3
Guy in a truck full of guys who stopped to yell at me and my female friend.,"['xs', 'sexuality', 'gender']",“HEY! I can eat that pussy way better than your girlfriend!”,HEY! I can eat that pussy way better than your girlfriend!,11
,"['xs', 'body']","“Seriously, I would totally date you if you were skinny!”","Seriously, I would totally date you if you were skinny!",10
"Said by a friend when I expressed my shock in reaction to him making a comment about someone being “a stupid Puerto Rican."" Made me feel angry, shocked, alienated.","['xs', 'race']",“I don’t understand why you take everything as a racial comment!”,I don't understand why you take everything as a racial comment!,11
"What friends would say to me during my school days as I got made fun of, beaten and bullied. From age 9 right up to 17 - Junior School right up to College; United Kingdom. Makes me feel erased, unimportant, like I’m not allowed to have my own identity and appearance.","['xs', 'body']",“Why don’t you just dye your hair?”,Why don't you just dye your hair?,7
"Ringing up my groceries, trying not to laugh in his face.","['xs', 'race']",“I grew up in a town where no one was racist so we could get away with saying stuff like that because no one really meant it in a racist way.”,I grew up in a town where no one was racist so we could get away with saying stuff like that because no one really meant it in a racist way.,31
"White classmate to a black woman with natural hair. I didn’t feel like explaining breaking down Eurocentric standards of beauty combined with ya'know free will. Made me feel frustrated, awkward, alone.","['xs', 'gender', 'race']",“Why can’t all Black Women wear their hair like yours?”,Why can't all Black Women wear their hair like yours?,10
"when: elementary school, age: 12","['xs', 'ethnicity', 'race']","“Before we play war, can you tell me if you and your parents are from South or North Vietnam?  If you’re from the North, then you have to be the other side and be the communist fighting us.”","Before we play war, can you tell me if you and your parents are from South or North Vietnam? If you're from the North, then you have to be the other side and be the communist fighting us.",38
A college professor in a research-based course. I was too uncomfortable to speak up.,"['xs', 'gender']",“Surveying gender is easy because there’s only male and female.”,Surveying gender is easy because there's only male and female.,10
"I’m a fat female with long-standing depression issues. My dermatologist was trying to prescribe me medication. When I told him what I was taking, he felt the need to comment. Made me feel miserable, ugly, unhappy, and angry.","['xs', 'gender', 'body', 'neurodiversity']","“Maybe if your skin cleared up a little and you lost weight, you wouldn’t be so depressed.”","Maybe if your skin cleared up a little and you lost weight, you wouldn't be so depressed.",17
"A straight white man said this to me, a Chinese American woman, when I was 18. He said it as a sincere compliment.","['xs', 'race']",“You’re pretty for an Asian.”,You're pretty for an Asian.,5
"The doctor who delivered me to my white mother. When he saw my Asian father he was all “OH, nevermind.”","['xs', 'race']","“I don’t want to worry you, but something is wrong with her eyes.”","I don't want to worry you, but something is wrong with her eyes.",13
My family member in response to the fact that I am an applicant for Teach for America. (“Uneducatable” is not a word.),"['race', 'xs']","“Well you know, you are going to have to deal with some uneducatable black kids.”","Well you know, you are going to have to deal with some uneducatable black kids.",15
"Several people, some of them gay or lesbian, to me, a trans person, often when I haven’t disclosed.","['gender', 'xs', 'trans']","“Yeah, you can always tell, though.”","Yeah, you can always tell, though.",6
"Said by my white teacher in a discussion about race. Yes she is married to a black man, so her daughter is half. But she thinks that just because of that she can say and do what ever she wants and its not racist.","['xs', 'race']",“A few years ago a student came up to me and told me that what I was saying was offensive to black people and that I should stop. And I just showed her a picture of my daughter and that shut her up.”,A few years ago a student came up to me and told me that what I was saying was offensive to black people and that I should stop. And I just showed her a picture of my daughter and that shut her up.,43
,"['xs', 'sexuality']",“Don’t worry she’s just bi-curious. She’ll grow out of it.”,Don't worry she's just bi-curious. She'll grow out of it.,10
Makes me feel ignored.,"['gender', 'xs']",“We need 3-4 men to help us carry these boxes.”,We need 3-4 men to help us carry these boxes.,10
"The response to me calling out a “Ur gay” (used as an insult) comment on facebook.  Ironic that he brings up that he won’t change who he is when a) I wasn’t asking him to and b) there are people out there who actually try, everyday, to change *me* for being gay.“","['xs', 'sexuality']",“i respect that i like dont like ur opinion but i do respect it. your not gonna change who i am.. sorry haha i say gay allot and wont have a problem saying it either…”,i respect that i like dont like ur opinion but i do respect it. your not gonna change who i am.. sorry haha i say gay allot and wont have a problem saying it either …,36
My white aunt while touching my afro. I was 17 at home.,"['xs', 'race']",“I feel so bad for you. Your hair will always look like a bad perm.”,I feel so bad for you. Your hair will always look like a bad perm.,15
"White woman coming up to me in the public restroom.  As a Chinese-Malay/Russian-Canadian multiracial woman, it made me feel fetishized.","['xs', 'gender', 'race', 'ethnicity']","“I don’t mean to be rude, but…WHAT are you? Your ethnic mixture is gorgeous.”","I don't mean to be rude, but … WHAT are you? Your ethnic mixture is gorgeous.",16
"Friends who know I’m bisexual, and had recently started dating a man after dating only women for a few years. Happened several years ago.","['xs', 'sexuality']",“So do you feel more straight now?”,So do you feel more straight now?,7
"A clerk at city hall after a 15-20 minute conversation with his boss on how to handle my request to change my gender marker on my ID to match my presentation (I am read as male 90% of the time). I felt alienated, othered, misrepresented and unsafe. I can’t access health services or cross the border with the wrong gender on my ID.","['xs', 'trans*']",“You need to come back when you have it all done.”,You need to come back when you have it all done.,11
"A work supervisor to me during a break. I then waste roughly a third of my break trying to explain that gender identity and sexuality are not inherently linked.  At the end of my explanations she laughs and says she still doesn’t get it and that she doesn’t really care; leaving me with five minutes left of my break. Because I live in a small town, most of my coworkers have known me since I was a child, and I’ve had to personally ask them to no longer call me by me birth name or use “""she/her”“ pronouns for me. Made me feel exasperated,frustrated,like some quirky game to be accessed at others’ leisure instead of an actual human being.","['xs', 'sexuality', 'gender', 'sex', 'trans']","“If you like boys, why don’t you just be a girl?”","If you like boys, why don't you just be a girl?",11
"A friend, after I told her I liked a guy at my university. She assumed I was completely Asian, but I come from a biracial marriage. I was hurt, confused, and shocked to be told that interracial relationships are offensive to others.","['xs', 'race']",“No you can’t like him. It’s the most disgusting thing to mix a Black and an Asian!”,No you can't like him. It's the most disgusting thing to mix a Black and an Asian!,17
"Always meant as a compliment, from adolescence through adulthood, whenever someone meets me in person having known my race, name, or background before.","['xs', 'race']",“You’re not what I expected.”,You're not what I expected.,5
White American female in a study abroad program in Taiwan to our teacher in class,"['race', 'gender', 'xs']",“I can’t find a boyfriend here. All Taiwanese men look like women!”,I can't find a boyfriend here. All Taiwanese men look like women!,12
18 year old white female’s Facebook status. Made me feel invisible & like I overreact when I speak up.,"['xs', 'gender', 'race']","“Seriously I get so tired of people trying to find racist or sexist undertones in stuff. Keep perpetuating it up so it never dies, that’ll work.”","Seriously I get so tired of people trying to find racist or sexist undertones in stuff. Keep perpetuating it up so it never dies, that'll work.",26
"Bank employee, after waiting for hours in line to my white mother-in-law with the West African surname of her husband. In England.","['xs', 'race']","“Oh, sorry we kept you waiting so long. From your surname on the form, we thought you were black!”","Oh, sorry we kept you waiting so long. From your surname on the form, we thought you were black!",19
"A reporter from my university’s newspaper said this to me, an employee at our school’s GLBTQ Resource Center about the repeal of DADT.  They are not permitted to interview anyone at the center due to a history of quoting out of context and being extremely heterosexist. I felt horrified, categorized.","['xs', 'sexuality']",“Why can’t we interview you?  We’re trying to do something for YOUR people.”,Why can't we interview you? We're trying to do something for YOUR people.,13
"Almost every time someone asks me “What are you?” and I respond “Taiwanese American,” they feel the need to correct my response. Yes, I’m aware of the controversy.  But I also know who I am better than you do, so at least give me the right to decide what I am for myself.","['xs', 'race', 'ethnicity']","“Oh, you mean you’re Chinese, right?”","Oh, you mean you're Chinese, right?",6
"I was buying chocolate at the corner store next to my house, and some significantly older guy kept asking me how I am in an increasingly irritated voice. I have a communication disability and can’t process questions like this. Made me feel like I had to answer him, and bad because I couldn’t.","['xs', 'ability']","“God damn, some people.”","God damn, some people.",4
My lesbian coworker to me after piping up in a conversation about sexuality that I was bi.,"['xs', 'sexuality']","“Oh, I would never date a bisexual. I’d always worry they would cheat on me with a guy. Plus, they aren’t seriously gay, they are just pretending to be because it’s ‘hip.’”","Oh, I would never date a bisexual. I'd always worry they would cheat on me with a guy. Plus, they aren't seriously gay, they are just pretending to be because it's' hip. '",33
"Actually yes - I am almost completely deaf in one ear.  Makes me angry when I get this response, just because I asked someone to kindly repeat what they were saying. Makes me feel like there is something wrong with being deafness.","['xs', 'ability', 'body']","“What, are you deaf?”","What, are you deaf?",4
"Several reactions I’ve gotten after people learned I’m part African American, including the parents of an ex-boyfriend.","['xs', 'race', 'submission']","“You’re very good-looking/polite/intelligent, though.”","You're very good-looking / polite / intelligent, though.",8
"Response given by White training director in health care setting when I (person of color) asked why the supervision group for students of color had been discontinued. This made me feel devalued, unimportant, that the needs of white people come first.","['xs', 'race']",“The White interns complained that they were feeling left out.”,The White interns complained that they were feeling left out.,10
"A contractor who came into my office to install some fire extinguishers, during a casual conversation.","['xs', 'gender', 'sexism']",“I don’t want another woman boss. I already have a woman boss and she has me running around all the time.”,I don't want another woman boss. I already have a woman boss and she has me running around all the time.,21
"an older, wealthy, liberal white-male in response to a poem I wrote about the economic hardships of immigrant life and the invisibility of immigrant experiencesin poetry writing class.made me feel alienated.","['race', 'ethnicity', 'class', 'nationality', 'xs']","““[…]something like the feeling of ""over-kill.”  The tone could not sustain my patience, and turned a bit pedantic, whiney, and self-important[…]“”","""[…] something like the feeling of"" over-kill. ""The tone could not sustain my patience, and turned a bit pedantic, whiney, and self-important […]""",23
My high school’s homecoming jester’s Instagram profile header.,"['xs', 'race']","“Don’t shoot officers, I’m white! 😂”","Don't shoot officers, I'm white! 😂",6
"My mother, when I (genderqueer, female-bodied) exclaimed happily that I was going to one of the largest Pride marches in the country. Made me feel angry, and extremely reluctant to ever come out to her.","['xs', 'gender', 'sexuality', 'genderqueer']","“Is that a good idea? Well… you want to be careful, showing support openly like that. There are (whispers) predatory women.”","Is that a good idea? Well … you want to be careful, showing support openly like that. There are (whispers) predatory women.",22
At least 10 times a day. I live with a psychiatric disability.,"['xs', 'body']",“That’s crazy.”,That's crazy.,2
"Guy says this to me on one of the hottest days of the year. I am of Indian descent, but was born in the Northeast of the US. July, at a meeting. It made me feel like though I am American, I’m not considered as such.","['xs', 'race']","“Well, you must like this weather, right?”","Well, you must like this weather, right?",7
"My mother to me, after I disclosed to her that I had been raped a few days prior. I was 11. I eventually told her I made the whole thing up to stop her from saying things like this. She still thinks I made it up. I’m 20 now.","['xs', 'survivor']",“I had a feeling I would need to watch you for promiscuity.”,I had a feeling I would need to watch you for promiscuity.,12
"Several reactions I’ve gotten after people learned I’m part African American, including the parents of an ex-boyfriend.",[],"“You’re very good-looking/polite/intelligent, though.”","You're very good-looking / polite / intelligent, though.",8
"21 year old straight female friend after I, a 20 year old gay male, commented on her new shoes. The worst part is I felt like I had invited the comment when I joked (inappropriately) that I sounded unusually gay for complimenting her shoes, as I generally don’t fit the stereotype of being fashion conscious. Is it ok to feel hurt when I’m the one who “started it?"" Made me feel like an accessory, like my only value was in commending her on her outfit.","['sexuality', 'xs']",“The best thing about you being gay is that you actually appreciate my shoes!”,The best thing about you being gay is that you actually appreciate my shoes!,14
,"['xs', 'sexuality']",“That’s my only problem with gay people - why do they have to flaunt their sexuality? I don’t feel the need to do that.”,That's my only problem with gay people - why do they have to flaunt their sexuality? I don't feel the need to do that.,24
"A man approaching me and my cousin. We were attending a science fiction convention, sitting in a members only area of the con, wearing our con membership badges, and playing a science fiction game. I was speechless. I had no idea how to answer such an absurd question.","['xs', 'gender']",“Are you ladies familiar with science fiction at all?”,Are you ladies familiar with science fiction at all?,9
"A white, male, cis-gender cop","['xs', 'gender', 'macro', 'race']",“There’s no such thing as verbal abuse.”,There's no such thing as verbal abuse.,7
,"['race', 'xs', 'gender']","““If Asian women could stop kissing ass to white men for a moment and get in touch with their Asian community, then maybe they’ll get acknowledged as something other than ""honorary white women”. Because as it stands, that’s how you are seen.“”","""If Asian women could stop kissing ass to white men for a moment and get in touch with their Asian community, then maybe they'll get acknowledged as something other than"" honorary white women "". Because as it stands, that's how you are seen.""",43
