caption,tags,quote,actual_quote
And don’t even get me started on the fact that only binary genders are available.,"['xs', 'gender', 'sexuality', 'genderqueer']",,
"I am a female college student. When I visit my family over school breaks, my father and I take turns walking our two large dogs. My dad and I are both physically strong and have had dogs since childhood; we are both capable of walking the dogs on our own. When my dad walks them, he receives compliments about how cute or well-behaved the dogs are. When I walk them, passersby make jokes like “Who is walking who here?” or ask if I am having difficulty handling them. I am 19, in my hometown. Makes me feel upset that others see my physical capability as defined by gender; angry that strangers feel the need to comment on it.","['xs', 'gender', 'body']","I am a female college student. When I visit my family over school breaks, my father and I take turns walking our two large dogs. My dad and I are both physically strong and have had dogs since childhood; we are both capable of walking the dogs on our own. When my dad walks them, he receives compliments about how cute or well-behaved the dogs are. When I walk them, passersby make jokes like “Who is walking who here?” or ask if I am having difficulty handling them. I am 19, in my hometown. Makes me feel upset that others see my physical capability as defined by gender; angry that strangers feel the need to comment on it.",
"Doctor’s advice, upon me admitting I have severe depression and suffering work stress. I am a 22 year old female working 60+ hours a week. Made me feel invalidated, patronised, ignored for a serious condition.","['xs', 'mind']",“Just smile more.”,Just smile more.
"I was walking down the street yesterday with my bike. A stranger walking in the opposite direction joked, “Is my food ready?” I’m a Chinese American male. The joke might have been funny if there weren’t shocking statistics of violent crime against Chinese delivery workers. Made me feel strange; my dad worked as a delivery worker when he first arrived in the States.","['xs', 'race', 'class']","I was walking down the street yesterday with my bike. A stranger walking in the opposite direction joked, “Is my food ready?” I’m a Chinese American male. The joke might have been funny if there weren’t shocking statistics of violent crime against Chinese delivery workers. Made me feel strange; my dad worked as a delivery worker when he first arrived in the States.",
"Woman standing in front of me at the grocery store, on why she didn’t think Dominique Strauss-Kahn raped the woman he is accused of raping. Made me feel like lower class women are always seen as liars, golddiggers, prostitutes.","['xs', 'class', 'gender']","“I mean, he’s so rich and powerful, why would he even risk having sex with a *maid*?”","I mean, he’s so rich and powerful, why would he even risk having sex with a *maid*?"
"Man commenting on the fact I use a cane. I reply, “No, I’m permanently disabled,” and his face falls. Made me feel as though young girls my age are not allowed to be “properly” disabled, it’s got to be an accident from fighting or something. And the idea he’d assume I was a rowdy chick that would beat up her boyfriend, just… wow, sexist and disablist in one go!","['xs', 'gender', 'sexuality', 'ability', 'body']",“Did you beat up your boyfriend or something? *wink*”,Did you beat up your boyfriend or something? *wink*
"I’m in charge of enforcing the phone policy at work. My coworkers call me the “Phone Nazi.” The actual, non-phone Nazis drove my grandparents from their homes and killed their families. I know my coworkers don’t mean anything by it, but that’s why it bothers me - they don’t mean anything by it. I am 26, Jewish, medical office. Creeped out that mass murder and world war could become casual office-friendly humor.","['religion', 'xs', 'ethnicity']","I’m in charge of enforcing the phone policy at work. My coworkers call me the “Phone Nazi.” The actual, non-phone Nazis drove my grandparents from their homes and killed their families. I know my coworkers don’t mean anything by it, but that’s why it bothers me - they don’t mean anything by it. I am 26, Jewish, medical office. Creeped out that mass murder and world war could become casual office-friendly humor.",
"My friends and I are planning to go to the Harry Potter movie dressed in costume.  Before I could say a word about what I wanted to wear, one girl pointed at me and said, “And you’re going as Cho Chang!” as if it were a given. Just because I’m Chinese doesn’t mean that I want to dress up as the only available Asian girl character.  Why can’t I just be a random Hogwarts student?  Made me feel like my options  were limited and taken away.","['xs', 'race']","My friends and I are planning to go to the Harry Potter movie dressed in costume.  Before I could say a word about what I wanted to wear, one girl pointed at me and said, “And you’re going as Cho Chang!” as if it were a given. Just because I’m Chinese doesn’t mean that I want to dress up as the only available Asian girl character.  Why can’t I just be a random Hogwarts student?  Made me feel like my options  were limited and taken away.",
"I’m on an independent research grant trying to finish my senior thesis and at a difficult point in my work.  Today, I had multiple men make kissy noises at me on the street, interrupt my academic work to ask for my number, and tell me how “beautiful” I am with when I had given no indication I wanted to be in a conversation with them. I am 21 years old. Made me feel like I was in public space for others’ pleasure, am never going to be taken seriously in my academic work and am not respected by others as a human being","['xs', 'gender']","I’m on an independent research grant trying to finish my senior thesis and at a difficult point in my work.  Today, I had multiple men make kissy noises at me on the street, interrupt my academic work to ask for my number, and tell me how “beautiful” I am with when I had given no indication I wanted to be in a conversation with them. I am 21 years old. Made me feel like I was in public space for others’ pleasure, am never going to be taken seriously in my academic work and am not respected by others as a human being",
"At the fabric store where I work, the printed cottons are separated by “Girls’ Novelty” and “Boys’ Novelty.” The “boy” fabrics have baseballs and cowboys and dinosaurs; the “girl” fabrics have flowers and ballerinas and unicorns, and about ¾ of them are pink. Makes me feel powerless that I can’t change how things are displayed.","['xs', 'gender']","At the fabric store where I work, the printed cottons are separated by “Girls’ Novelty” and “Boys’ Novelty.” The “boy” fabrics have baseballs and cowboys and dinosaurs; the “girl” fabrics have flowers and ballerinas and unicorns, and about ¾ of them are pink. Makes me feel powerless that I can’t change how things are displayed.",
"I work at a vegetarian restaurant and a white woman at a table I was waiting on started speaking to me in really bad Spanish.  I was really confused because I had clearly taken everyone else’s order in English.  I said, “Excuse me?” And she said, “Oh I’m taking a trip to Puerto Rico over the summer and I haven’t taken Spanish since high school; I was hoping I could practice on you.   Are you from the islands?”","['xs', 'race']","I work at a vegetarian restaurant and a white woman at a table I was waiting on started speaking to me in really bad Spanish.  I was really confused because I had clearly taken everyone else’s order in English.  I said, “Excuse me?” And she said, “Oh I’m taking a trip to Puerto Rico over the summer and I haven’t taken Spanish since high school; I was hoping I could practice on you.   Are you from the islands?”
At work so all I could do was smile. Made me feel confused that anyone would think this is normal.",
"Every time I’m at a party or family gathering where the genders segregate into separate groups, I’m automatically left with the women while the men go and do the activities I’d prefer to be doing, but which the other ladies aren’t interested in. If I go and join the men anyway, I’m often given the cold shoulder by everyone except my husband. I’m a tomboyish, genderqueer woman in my twenties. Makes me feel isolated.","['xs', 'gender', 'genderqueer']","Every time I’m at a party or family gathering where the genders segregate into separate groups, I’m automatically left with the women while the men go and do the activities I’d prefer to be doing, but which the other ladies aren’t interested in. If I go and join the men anyway, I’m often given the cold shoulder by everyone except my husband. I’m a tomboyish, genderqueer woman in my twenties. Makes me feel isolated.",
,"['xs', 'race', 'body']","“Yeah, it’s like when black people dye their hair blonde and wear neon colors. It just doesn’t work!”","Yeah, it’s like when black people dye their hair blonde and wear neon colors. It just doesn’t work!"
My coworker after a patient came in speaking Spanish.,"['xs', 'race', 'language']",“Look at the color of your skin! You should know Spanish!”,Look at the color of your skin! You should know Spanish!
"My boyfriend’s response when I was trying to tell him how anxious I feel being stopped, questioned and asked to present my papers by the police in Japan. It doesn’t happen to him. He’s white. I’m brown. Made me feel trivialized, like I’m making a big about nothing.","['xs', 'race']",“It’s only happened to you like two times.”,It’s only happened to you like two times.
"My boss, to a female coworker picking up a box.  By “one of the boys” he meant me.  She is a strong lady who has been there much longer than me, and she was being helpful to the new guy.  My gender presentation is deliberately effeminate and I don’t want to be dragged into my boss’ stupid manly-man bullshit. I am 23, two weeks into my new job. Made me feel like I was his ally in creating gender inequality.  Like there was only one way to be male.","['xs', 'gender', 'genderqueer']","“Don’t pick that up, you’re a girl.  Let one of the boys do that.”","Don’t pick that up, you’re a girl.  Let one of the boys do that."
I was 15. It made me feel as though my skin isn’t worthy of being considered beautiful.,"['race', 'gender', 'xs']",“You’re actually very pretty. Most dark skinned girls don’t have your looks.”,You’re actually very pretty. Most dark skinned girls don’t have your looks.
"I’m teaching summer school for middle school students in Washington Heights. My male students are lying on a couch next to each other.  My assistant principal walks in and says, “What are you guys doing? That looks a little… weird.” The students spring up. Made me frustrated that an adult played off of the students’ homophobia, heartbroken for any of my queer or ally students, powerless to oppose the principal.","['xs', 'gender', 'sexuality']","I’m teaching summer school for middle school students in Washington Heights. My male students are lying on a couch next to each other.  My assistant principal walks in and says, “What are you guys doing? That looks a little… weird.” The students spring up. Made me frustrated that an adult played off of the students’ homophobia, heartbroken for any of my queer or ally students, powerless to oppose the principal.",
"As a genderqueer person, I always dread signing up on new websites, and try to avoid the ones that ask for a gender and only offer two options.","['xs', 'gender', 'genderqueer']","As a genderqueer person, I always dread signing up on new websites, and try to avoid the ones that ask for a gender and only offer two options.
Prior to Pottermore’s early opening, I scoured their FAQ and found assurance that the only personal information they wanted was my name, birthdate, and location. Well, come registration, I had to give not only those, but also a gender. And, of course, I had to choose between male and female.
Made me feel as though I don’t belong in the fandom.",
"An employee of a photo processing store to my father as he walks in with my younger brother and me. Frustratingly enough, we are there for passport pics but I feel insulted because I’m sure he is only assuming that because we are Indian. I can’t imagine him asking white people the same question. Age 16, in the early ‘90s, in my small suburban hometown in the San Francisco East Bay. Made me feel frustrated, pigeonholed.","['xs', 'race']","“Let me guess … you’re here for passport photos, right?”","Let me guess … you’re here for passport photos, right?"
"Today, I was arguing with a male friend of mine about an incident that happened a few days ago in which a man made kissing noises at me late at night when I was walking down a dark street with heavy groceries. I published a Facebook post expressing my anger and my friend began to tell me he thinks I “blew the incident out of proportion.”","['gender', 'xs']","Today, I was arguing with a male friend of mine about an incident that happened a few days ago in which a man made kissing noises at me late at night when I was walking down a dark street with heavy groceries. I published a Facebook post expressing my anger and my friend began to tell me he thinks I “blew the incident out of proportion.”",
"My friend, after I told him I am asexual. He thought I was gay and wouldn’t believe me. Made me feel angry, invalidated, sad, invisible. Like it’s just that unbelievable.","['xs', 'sexuality']",“I seriously doubt all non-sexual claims.”,I seriously doubt all non-sexual claims.
Guy in my class after finding out that my dad is Muslim and my mom is German.,"['xs', 'religion', 'ethnicity']","“Wow, you’re just all around evil, aren’t you.”","Wow, you’re just all around evil, aren’t you."
"One of my friends after I cut my hair very short. 21, sorority sister. Made me feel stereotyped, pressured, worried that my sorority sisters will be uncomfortable around me.","['xs', 'sexuality', 'gender', 'genderqueer']","“So are you a full-time lesbian now, or just bi?”","So are you a full-time lesbian now, or just bi?"
"Earlier today I was walking down the street alone in a dangerous neighborhood when a police van drove by me. The cop in the passenger seat leaned out the window, checked me out, and shouted “Hi there!” as the vehicle sped past.","['xs', 'gender', 'race']","Earlier today I was walking down the street alone in a dangerous neighborhood when a police van drove by me. The cop in the passenger seat leaned out the window, checked me out, and shouted “Hi there!” as the vehicle sped past.
Age 21, Philadelphia. I was the only person around. Made me feel self-conscious and unsafe.",
"My mother, after I came out to her as bisexual (and explained several times that I’m not a lesbian). Made me feel erased, ignored, invalidated, like I’ll never be good enough.","['xs', 'gender', 'sexuality']","“I know you’re a lesbian, but why do you have to be so masculine?”","I know you’re a lesbian, but why do you have to be so masculine?"
My mother.,"['xs', 'sexuality', 'gender']","“It’s too bad you’ll never have kids, since you’re a lesbian.”","It’s too bad you’ll never have kids, since you’re a lesbian."
"Looking through a booklet of sex positions in the bookstore, I couldn’t help but notice that all of the people demonstrating the positions were straight and white. Makes me feel unacknowledged, unimportant.","['xs', 'sexuality', 'race']","Looking through a booklet of sex positions in the bookstore, I couldn’t help but notice that all of the people demonstrating the positions were straight and white. Makes me feel unacknowledged, unimportant.",
A lot of people on various occasions. Makes me feel disrespected and confused as to what what exactly is expected of me.,"['xs', 'race', 'immigration', 'language']",“You speak English really well for someone that’s an immigrant. You don’t even sound Hispanic.”,You speak English really well for someone that’s an immigrant. You don’t even sound Hispanic.
"A kid who could not have been more than 9 or 10, staring at me as I sat on a swing set in the park near my apartment. Made me afraid, unhappy, wondering what kind of influences this kid has that makes him think this is acceptable.","['xs', 'gender', 'genderqueer']",“Hey! HEY! Why do you look like a boy?”,Hey! HEY! Why do you look like a boy?
"Sometimes when discussing relationships, I will ask “Are you straight?” if it hasn’t been specified but could help me know more about them. Half the time, the person I’m talking to gets alarmed and asks something like, “Do I not look straight?!”","['sexuality', 'xs', 'gender', 'genderqueer']","Sometimes when discussing relationships, I will ask “Are you straight?” if it hasn’t been specified but could help me know more about them. Half the time, the person I’m talking to gets alarmed and asks something like, “Do I not look straight?!”
Makes me a little surprised when so many perfectly reasonable-sounding people will manifest visceral homophobic panic at the idea that others might think they look queer.",
My mother.,"['xs', 'sexuality', 'gender']",“I wish you didn’t have to miss out on dating boys. Boys are fun.”,I wish you didn’t have to miss out on dating boys. Boys are fun.
"My mother, after telling her about a walk I had taken with one of my male friends to the local store after running into him on my way and inviting him along. I’m a female, living in a dorm in an extremely small town with an unbelievably low crime rate. I felt annoyed, belittled, limited, and inferior.","['xs', 'gender']","“You wouldn’t have really gone without him or another boy with you, right?”","You wouldn’t have really gone without him or another boy with you, right?"
Nivea beauty ad: “Look like you give a damn. Re-civilize yourself.” reblogged from black girl with long hair.,"['xs', 'race', 'gender']",,
maverynthia:Back of Ruffles Molten Hot Wings chips bag. I guess women don’t eat spicy wings and are only “personal cheerleaders” for men that do.,"['sexism', 'gender', 'xs']",,
"Every time someone asks me if I have a boyfriend, it makes me feel like my sexual and romantic identity is invalid, and it makes me afraid of how they would react if I have a partner that is not male.","['xs', 'sexuality']","Every time someone asks me if I have a boyfriend, it makes me feel like my sexual and romantic identity is invalid, and it makes me afraid of how they would react if I have a partner that is not male.",
My roommate while studying abroad in Italy. I’m a 18 year old bisexual male. Made me feel angry and sad.,"['xs', 'gender']",“You haven’t seen the Godfather movies?! You are not really a man if you haven’t seen them.”,You haven’t seen the Godfather movies?! You are not really a man if you haven’t seen them.
"A longtime friend, when I ranted about something damagingly transphobic in the cartoon “The Cleveland Show”. When I politely called her out on trying to silence me on my own facebook page she and her husband both unfriended me and I haven’t heard from them since. She’s cisgendered, and I’m genderqueer.","['xs', 'genderqueer', 'trans', 'sexuality']","“Those things are terrible, but you really just have to ignore them.  Just let it go and it will go away on its own.”","Those things are terrible, but you really just have to ignore them.  Just let it go and it will go away on its own."
"My mom, a few times a year since I came out to her during college. She’s supposedly liberal and pro-gay. I don’t even know how to begin explaining that I’m actually pansexual, and genderqueer too. Made me feel small, exhausted, unsure.","['xs', 'sexuality', 'genderqueer']","“So are you still bi? What does Evan think? You’d better not put that on your facebook profile, ok? And don’t say anything to your dad.”","So are you still bi? What does Evan think? You’d better not put that on your facebook profile, ok? And don’t say anything to your dad."
"Female clothing on Hanna Anderson, a kids clothing site, described as ‘Not Old Enough For A Boyfriend"" and “Not So Skinny Jeans.” Boys? “5 Pocket Jeans.”","['xs', 'gender', 'sexuality']","Female clothing on Hanna Anderson, a kids clothing site, described as ‘Not Old Enough For A Boyfriend"" and “Not So Skinny Jeans.” Boys? “5 Pocket Jeans.”
Made me feel belittled. Girls need boyfriends? Why not girlfriends!",
"My dad comments on Neil Patrick Harris speaking about his marriage in an interview on TV. In my heart of hearts I know this man’s never going to be proud of me. Makes me feel ashamed, pained, silenced.","['xs', 'sexuality']","“You have to wonder if, in his heart of hearts, he knows what he’s doing is wrong.”","You have to wonder if, in his heart of hearts, he knows what he’s doing is wrong."
"During a team meeting, a coworker mentions he is going to Japan to study. The lead programmer tells him he should start a database of all the hot Japanese girls who are sure to flock to a white man like him and that he should share that database with the lead programmer.","['xs', 'gender', 'race']","During a team meeting, a coworker mentions he is going to Japan to study. The lead programmer tells him he should start a database of all the hot Japanese girls who are sure to flock to a white man like him and that he should share that database with the lead programmer.
Made me feel that I as the only woman on the team, didn’t really belong. Also, I was angry about the way they made it sound like Japanese women are some sort of interchangeable monolith and not really people.",
"My current boss at my job interview for a position at an all-girls’ educational institution. I should have seen that as a giant red flag, but I needed the job too much. Connecticut, age 26, just under one year ago. Made me feel belittled, naive, worried that an all-girls’ school sees feminism as quaint.","['xs', 'gender']","“Oh, that’s so sweet; I was a feminist when I was your age, too.”","Oh, that’s so sweet; I was a feminist when I was your age, too."
"My partner (man) and I (woman) go to the hardware store to get supplies. I say, “this looks like what we need,” and he ignores me until he reaches the same conclusion. We double-check with a sales clerk; she tells us she thinks we’re right but seems unsure and asks her male coworker to confirm. He comes over to us, makes a joke about his coworker being “Vanna White”; she smiles.","['xs', 'gender', 'sexism', 'patriarchy']","My partner (man) and I (woman) go to the hardware store to get supplies. I say, “this looks like what we need,” and he ignores me until he reaches the same conclusion. We double-check with a sales clerk; she tells us she thinks we’re right but seems unsure and asks her male coworker to confirm. He comes over to us, makes a joke about his coworker being “Vanna White”; she smiles.
He proceeds to speak only to my partner about the tools, looks only at him, acknowledging my presence at the end when he says to my partner, “and you know what makes the work easier? Having your favorite meal cooked for you so it’s ready when you’re done.” I say, “I’m not his maid,” and the worker unapologetically and flippantly responds with, “No, I’m just saying you could cook for him.”
The manager I try to report him to is another older male who seems confused about what the problem is. At Home Depot two weeks ago.",
"My university lecturer explains psychoanalytic ideas used (still) in literary criticism, including Freud’s ideas of the Oedipus Complex and anal fixation - he considered homosexuality an infantile stage on a woman’s way to a mature, adult, heterosexuality. She’s not explaining these ideas to criticise them.","['xs', 'sexuality', 'gender']","My university lecturer explains psychoanalytic ideas used (still) in literary criticism, including Freud’s ideas of the Oedipus Complex and anal fixation - he considered homosexuality an infantile stage on a woman’s way to a mature, adult, heterosexuality. She’s not explaining these ideas to criticise them.
I ask, does Freud allow for a mature, adult, homosexuality? No.
At a second-year uni lecture in 2010, Melbourne, Australia. I feel like the discipline I’m dedicating my life to - literary criticism - respects and delights in the work of a man who erases myself, my lovers, my friends and my people from adult existence.",
"Though you can pick a male or female trainer for both, the Wii Fit menu shows the male trainer for strength exercises and the female for yoga.","['xs', 'gender']","Though you can pick a male or female trainer for both, the Wii Fit menu shows the male trainer for strength exercises and the female for yoga.",
"At Quiz Time during the diversity training workshop, our objective: match the practice with the appropriate cultural/ethnic/religious group. We discuss the Chinese belief that it’s bad luck to give a clock as a gift.","['xs', 'race', 'ethnicity']","At Quiz Time during the diversity training workshop, our objective: match the practice with the appropriate cultural/ethnic/religious group. We discuss the Chinese belief that it’s bad luck to give a clock as a gift.
The facilitator asks me, the only Chinese participant, why this is considered bad luck.  When I reply that I wasn’t aware of this belief, the facilitator gasps in surprise at my lack of knowledge. My response: “There’s over a billion Chinese people in the world. We’re not all the same.""
I then lodged a complaint about the ""diversity” workshop. It was changed. These facilitators were supposedly trained to deal specifically with diversity, inter-generational, and cross-cultural issues.",
"When talking about an ex of mine, I mentioned that his next partner after me was a woman. A friend of my brother first asks if my ex-boyfriend is bi and then says that he’s sorry to hear that and that it must be “so hard” to have dated a bisexual person.","['xs', 'sexuality']","When talking about an ex of mine, I mentioned that his next partner after me was a woman. A friend of my brother first asks if my ex-boyfriend is bi and then says that he’s sorry to hear that and that it must be “so hard” to have dated a bisexual person.
I’m a 21 yr old bi man, at a picnic with my brother and his friends in York, summer 2011. Made me shocked that biphobia is so prevalent, saddened, uncomfortable.",
"A friend of my boyfriend’s. Angry and upset, that somebody would equate rape and success.","['xs', 'gender', 'survivor']",“All right! I just raped my electrical engineering exam!”,All right! I just raped my electrical engineering exam!
"From the woman at the next table that we fell into conversation with at a restaurant. After she said this, I fell out of the conversation again.","['xs', 'gender', 'sexism', 'internalization']",“Doing a Physics degree is no way to get yourself a husband!”,Doing a Physics degree is no way to get yourself a husband!
Said to me by an almost complete stranger after I handed him a beer at a company BBQ. It made me feel like a trained dog.,"['xs', 'gender', 'patriarchy']",“That’s my girl!”,That’s my girl!
Almost every so-called ‘progressive’ space on the internet. Makes me disgusted that so many people still believe that fatness is a marker of 'wrong’ habits and of ill-health.,"['xs', 'body']","“The abuse that fat people receive is terrible. Instead of insulting them, we need to teach them how to eat and exercise properly, for the sake of their health!”","The abuse that fat people receive is terrible. Instead of insulting them, we need to teach them how to eat and exercise properly, for the sake of their health!"
"I’m 23. I’m partially sighted and use a white mobility cane. This happened in a train station waiting room, late at night.  It was a group of three older teenagers. I felt incredibly scared and angry. I was afraid that they would take my cane.Before I used my cane, people thought I was ‘retarded’ or that I’d 'left my glasses at home’. I choose to be recognised for the correct impairment at least, but people still don’t understand that there is something in-between completely blind and corrected vision. I felt like I shouldn’t read books in public, for fear of harassment, and should stick to listening to my iPod.","['xs', 'ability']",“What’s she got that stick for if she can read [that book]?”,What’s she got that stick for if she can read [that book]?
Every time someone questions my ability to speak Spanish because I’m “too light” or because I’ve lived in the U.S. all my life. I was born to Mexican immigrants and Spanish was the first language I learned.,"['xs', 'race', 'language']",Every time someone questions my ability to speak Spanish because I’m “too light” or because I’ve lived in the U.S. all my life. I was born to Mexican immigrants and Spanish was the first language I learned.,
"I’m 17, in 2008, at the local Wal-Mart. I had been living in the United States since I was about five but people still assume that because I wear a hijab that I’m only here to visit. It made me feel like I would never be a part of the small town that I live in.","['xs', 'race', 'religion']",“Are you enjoying your vacation in the United States?”,Are you enjoying your vacation in the United States?
"Said to me, a 21 year old overweight, recovering anorexic. Made me feel appalled that people believe if you’re overweight, you’re an unhealthy eater. It’s made all the worse by my on-going struggle with food and body image.","['xs', 'body']","“Wow, you eat so healthy!”","Wow, you eat so healthy!"
The description of The Colbert Report on July 28th. I’m a woman who enjoys discussing both politics and fantasy novels. It made me feel disappointed in the show.,"['xs', 'gender', 'sexism']","“The debt crisis and “The Lord of the Rings” both have elaborate plots, too many characters to keep track of, and talking about either of them repels girls.”","The debt crisis and “The Lord of the Rings” both have elaborate plots, too many characters to keep track of, and talking about either of them repels girls."
"My friend, in response to me telling him that while walking to his house, three young men harassed me for while I walked down the block.  Upon arriving, I (visibly shaken) tell him about what just happened. Like street harassment is a joke, a compliment. I am 21, Philadelphia. Made me feel scared, misunderstood.","['xs', 'gender']","“Oh, those guys were just trying to holler at you!”","Oh, those guys were just trying to holler at you!"
"My girlfriend’s profile on a forum says that she’s “cuddling my girlfriend”. Someone felt the need to send her a message with the assumption that it was a typo. Made me feel marginalised, second class, and like our relationship wasn’t accepted.","['xs', 'sexuality']","My girlfriend’s profile on a forum says that she’s “cuddling my girlfriend”. Someone felt the need to send her a message with the assumption that it was a typo. Made me feel marginalised, second class, and like our relationship wasn’t accepted.",
"My health class in high school was assigned to write a research paper on a health topic of our choice, but we had to get it approved by our teacher. When I pitched him my idea, he didn’t dismiss it, but he suggested that I write my paper on “Chinese herbal medicine.” In the same conversation, he also asked me if I had read Sun Tzu’s “Art of War.” When I told him that I had not, he suggested that I should. I was a freshman or sophomore in high school at the time. I am Korean and I was one of a dozen Asians who attended this large public high school. Made me feel generalized, as if my whole existance was a caricature. I was annoyed and dumb-founded.","['xs', 'race']","My health class in high school was assigned to write a research paper on a health topic of our choice, but we had to get it approved by our teacher. When I pitched him my idea, he didn’t dismiss it, but he suggested that I write my paper on “Chinese herbal medicine.” In the same conversation, he also asked me if I had read Sun Tzu’s “Art of War.” When I told him that I had not, he suggested that I should. I was a freshman or sophomore in high school at the time. I am Korean and I was one of a dozen Asians who attended this large public high school. Made me feel generalized, as if my whole existance was a caricature. I was annoyed and dumb-founded.",
In response to the new half black half Latino Spiderman. From the notracistbut Tumblr.,"['xs', 'race']","""I'm not racist but that just doesn't sound right.""",
"Said to me, a 27 year old asexual woman in a bar, June 2011 by my best friend. Right after she’d been complaining about needing to get laid and saying “You know how I feel?” I told her that I didn’t, that I was asexual and had never felt that way once in my life. She laughed in my face. Made me feel embarassed, misunderstood, belittled, and angry.","['xs', 'sexuality']","“Hahaha, you’re so funny! You’re not asexual! There’s no such thing! Humans are MADE for sex! You just haven’t had GOOD sex yet! Someday you’ll meet the right guy and you’ll want to screw his brains out, and then you’ll remember how insane you were to ever say you’re asexual!”","Hahaha, you’re so funny! You’re not asexual! There’s no such thing! Humans are MADE for sex! You just haven’t had GOOD sex yet! Someday you’ll meet the right guy and you’ll want to screw his brains out, and then you’ll remember how insane you were to ever say you’re asexual!"
"Twitter | Please tweet your microaggressions! Tag them #microaggression, and we’ll retweet as many as we can. Microaggressions happen everywhere, all the time - let’s make this project truly real-time. Check us out at @microaggressive.",['meta'],"Twitter | Please tweet your microaggressions! Tag them #microaggression, and we’ll retweet as many as we can. Microaggressions happen everywhere, all the time - let’s make this project truly real-time. Check us out at @microaggressive.",
Delta Airlines represents flight attendants on its digital displays with a female icon. Via Sociological Images.,"['gender', 'xs']",,
"I had been emailing my doctor to arrange a prescription for collection, and I mentioned that I would get my girlfriend to pick it up - the doctor replied to point out that “my friend” would have to pay a charge when collecting it. I’m 31 and live in Dublin, Ireland. Made me slightly annoyed - reducing my girlfriend to just a friend is insulting and demeaning. Why do some older people have to do this when confronted with gay couples?","['xs', 'sexuality']","I had been emailing my doctor to arrange a prescription for collection, and I mentioned that I would get my girlfriend to pick it up - the doctor replied to point out that “my friend” would have to pay a charge when collecting it. I’m 31 and live in Dublin, Ireland. Made me slightly annoyed - reducing my girlfriend to just a friend is insulting and demeaning. Why do some older people have to do this when confronted with gay couples?",
"At most fast food restaurants  that offers kids’ meals, in reference to whether the toy included should be a “boy toy” or a “girl toy”. Makes me angry that children’s’ toys can’t simply just be toys, but have to be classified into gender categories.","['xs', 'gender']",“Is the kids’ meal for a boy or a girl?”,Is the kids’ meal for a boy or a girl?
"A friend of a friend, as I’m discussing institutionalized racism.","['xs', 'race']","“Racism is bad, but every stereotype has some truth.”","Racism is bad, but every stereotype has some truth."
"A patron of the bar I was working at. I was 22 at the time, a queer person with an unusual haircut shaved in the front. Made me feel angry that they assumed I wanted to be conventionally feminine and attractive, or that I had messed up instead of purposefully making myself look how I wanted. Made me disappointed that they missed the point and possibilities of subcultures like punk. Made me feel like if I want to look weird, I’m supposed to like a Suicide Girl.","['xs', 'gender', 'body']","“That haircut is usually cute on punk and goth girls, but you should have kept the bangs in the front. It’s more feminine.”","That haircut is usually cute on punk and goth girls, but you should have kept the bangs in the front. It’s more feminine."
"I registered to play tennis with a friend at the Massachusetts Institute of Technology’s courts and these guys in front of us won’t leave. After we politely remind them that we’re waiting, they finally stop. I say, “Thanks so much, we really appreciate it.”","['xs', 'gender']","I registered to play tennis with a friend at the Massachusetts Institute of Technology’s courts and these guys in front of us won’t leave. After we politely remind them that we’re waiting, they finally stop. I say, “Thanks so much, we really appreciate it.”
Instead of answering, the guys stare scornfully and say, “Do you even go to MIT?” I know they only say that to us because we are women, but instead of telling them off, I just meekly say, “Yes.” I’m 29, in Cambridge. Makes me feel enraged in retrospect.",
"The man sitting in the seat opposite me on the commute train in London gets addressed as ‘sir’ while I get addressed as 'my dear’ by the male train worker serving snacks from the trolley. Made me feel like the male train worker respects the man in a suit and not the working woman. But also that if I object or don’t smile back, I will be seen as unfriendly or snobbish.","['xs', 'gender']","The man sitting in the seat opposite me on the commute train in London gets addressed as ‘sir’ while I get addressed as 'my dear’ by the male train worker serving snacks from the trolley. Made me feel like the male train worker respects the man in a suit and not the working woman. But also that if I object or don’t smile back, I will be seen as unfriendly or snobbish.",
"Newspaper subscription salesman stationed at a store entrance. I am a 31 year-old female. He appeared to be in his 30s or 40s as well. Made me feel like even as an adult woman, I’m not considered a “real” peer by men of a similar age.","['xs', 'gender', 'age']","“Would you like a newspaper, young lady?”","Would you like a newspaper, young lady?"
"My boyfriend’s grandmother, who lives in Arizona, made a scholarship. The student that won it is Latino (or at least presumed to be). This upset his grandmother because the student “may be illegal.” Happened this month (July), in the U.S.A. My boyfriend and I are both horrified. He is also too ashamed to tell anybody else. I don’t really blame him.","['xs', 'race', 'immigration']","My boyfriend’s grandmother, who lives in Arizona, made a scholarship. The student that won it is Latino (or at least presumed to be). This upset his grandmother because the student “may be illegal.” Happened this month (July), in the U.S.A. My boyfriend and I are both horrified. He is also too ashamed to tell anybody else. I don’t really blame him.",
"A quote from the Dr. Phil show, July 20, 2011. Made me feel appalled, frustrated, and sad.  I think people leave unsatisfying situations to make themselves feel more comfortable and happier with their lives, not just girls.","['xs', 'gender']","“Girls run away from their families for two different reasons. Either they’re chasing after something, or they’re running away from something.”","Girls run away from their families for two different reasons. Either they’re chasing after something, or they’re running away from something."
